Employee_ID,Name,Gender,Age,Department,City,Experience_Years,Education_Level,Job_Level,Salary,Performance_Score,Joining_Date,Is_Remote,Employment_Type,Monthly_Work_Hours,Projects_Completed,Training_Hours,Satisfaction_Score,Attrition,Email
1165,Eman Chaudhry,Female,27,Marketing,Rawalpindi,7,MPhil,Mid,80119,8.5,2016-02-02,True,Contract,206,27,47,2.8,No,eman.chaudhry1165@company.com
1166,Talha Ahmed,Male,46,HR,Rawalpindi,18,Intermediate,Mid,106964,6.4,2021-01-24,False,Full-time,181,21,57,2.1,Yes,talha.ahmed1166@company.com
1167,  Umar Raza  ,Male,Twenty Five,HR,Karachi,10,MPhil,Mid,100031,6.8,2018-08-28,False,Full-time,173,8,11,1.6,No,umar.raza1167@company.com
1168,Taha Chaudhry,Male,34,Support,Karachi,2,Bachelor,Manager,204047,5.2,2020-09-14,False,Contract,162,2,51,4.4,No,taha.chaudhry1168@company.com
1169,Mehwish Noor,Male,50,HR,Peshawar,25,Bachelor,Junior,92433,,2022-12-26,False,Full-time,222,6,74,3.3,No,mehwish.noor1169@company.com
1170,Ahmed Khan,Male,33,Design,LAHORE,4,Intermediate,Lead,161856,5.6,2024-05-04, true ,Full-time,213,28,50,3.0,No,ahmed.khan1170@company.com
1171,Maham Raza,Female,34,Finance,Islamabad,8,MPhil,Lead,160013,8.2,2025-03-10,False,Contract,201,4,11,2.1,Yes,maham.raza1171@company.com
1172,Umar Butt,Male,55,IT,Faisalabad,25,Master,Mid,162881,6.7,2025-04-08, false ,Full-time,163,2,40,3.4,Yes,umar.butt1172@company.com
1173,Laiba Qureshi,Female,24,Design,Rawalpindi,4,Bachelor,Manager,198141,8.2,2019-12-24,True,Full-time,168,25,45,4.7,No,laiba.qureshi1173@company.com
1174,Ayesha Raza,Male,58,Support,,23,Master,Lead,191234,9.6,2017-03-10,True,Contract,203,35,39,1.7,Yes,ayesha.raza1174@company.com
1175,Sara Noor,Male,22,Design,Lahore,2,Bachelor,Lead,147809,9.5,2021-04-04,True,Full-time,215,10,14,4.4,No,sara.noor1175@company.com
1176,Ahmed Malik,Female,58,HR,Islamabad,9,Master,Junior,70413,8.9,2024-12-05,False,Full-time,211,23,28,3.7,No,ahmed.malik1176@company.com
1177,Usman Ali,Female,,Finance,Multan,0,MPhil,Lead,155595,5.2,2021-02-19,True,Full-time,153,32,18,2.3,Yes,usman.ali1177@company.com
1178,Hira Malik,Male,26,Support,Faisalabad,0,Master,Junior,39221,6.7,2016-06-04,True,Full-time,196,100,21,4.5,No,hira.malik1178@company.com
1179,Usman Malik,Female,27,Design,Peshawar,7,Bachelor,Junior,51744,6.4,2021-02-23,False,Part-time,149,22,21,4.6,Yes,usman.malik1179@company.com
1180,Ahmed Siddiqui,Male,42,Design,Multan,0,MPhil,Manager,201900,,2017-07-10,True,Full-time,166,13,52,3.8,No,ahmed.siddiqui1180@company.com
1181,Anam Siddiqui,Female,39,Sales,,3,Intermediate,Mid,86862,5.8,2022-02-03,True,Full-time,177,31,25,1.4,No,anam.siddiqui1181@company.com
1182,Farhan Ali,Male,51,HR,LAHORE,25,MPhil,Mid,149508,,2026-03-16,False,Full-time,188,24,23,,No,farhan.ali1182@company.com
1183,Saad Ali,Male,38,IT,Karachi,18,Intermediate,Junior,99814,,2019-02-07,True,Contract,206,27,68,3.7,No,saad.ali1183@company.com
1184,Talha Aslam,Male,51,Sales,Lhore,12,Intermediate,Mid,115022,8.3,2017-04-22,True,Contract,197,12,21,4.9,No,talha.aslam1184@company.com
1185,Hassan Khan,Female,26,Operations,Karachi,6,Bachelor,Lead,161445,9.5,2015-07-03,1,Full-time,190,21,35,3.1,No,hassan.khan1185@company.com
1186,Ali Qureshi,Female,28,Operations,Karachi,4,Intermediate,Manager,197117,8.9,2026-01-05,False,Contract,173,25,62,3.3,No,ali.qureshi1186@company.com
1187,Ayesha Ali,Female,30,Operations,Lahore,10,Master,Senior,131571,9.5,2022-05-10,No,Full-time,178,20,35,4.4,No,
1188,Komal Ahmed,Male,29,Sales,,9,Master,Junior,80700,8.2,2018-03-20,False,Full-time,192,32,66,4.5,No,komal.ahmed1188@company.com
1189,Danish Qureshi,Male,25,Sales,Multan,5,MPhil,Junior,69999,5.1,2018-04-29,True,Contract,171,3,58,1.2,No,danish.qureshi1189@company.com
1190,Umar Ali,Female,50,Operations,Multan,3,Intermediate,Junior,64868,7.2,2024-08-23,False,Full-time,173,6,36,1.1,Yes,umar.ali1190@company.com
1191,Eman Sheikh,Male,35,Marketing,Multan,6,Master,Senior,114763,9.2,2014-03-14,False,Contract,222,12,76,4.2,No,eman.sheikh1191@company.com
1192,Noor Qureshi,Female,38,Operations,,11,MPhil,Junior,77205,8.3,2022-11-28,True,Full-time,224,24,71,3.6,No,
1193,Maria Butt,Male,51,HR,Islamabad,8,Master,Lead,165462,5.9,2025-08-08,True,Contract,216,26,40,3.7,No,maria.butt1193@company.com
1194,Farhan Tariq,Female,37,Operations,Faisalabad,12,Intermediate,Mid,103875,6.7,2018-12-27,False,Contract,225,23,64,2.2,Yes,farhan.tariq1194@company.com
1195,Komal Aslam,Male,39,HR,,4,Master,Senior,114774,9.6,2021-07-12,True,Full-time,168,20,53,4.2,No,komal.aslam1195@company.com
1196,Bilal Sheikh,Female,50,HR,Faisalabad,1,Intermediate,Mid,80597,5.6,2022-07-24,False,Full-time,159,9,25,2.4,No,bilal.sheikh1196@company.com
1197,Abdullah Aslam,Female,30,Support,Peshawar,10,Bachelor,Senior,135879,8.1,2017-12-19,False,Full-time,140,29,35,1.8,No,user.company.com
1198,Talha Qureshi,Male,52,HR,Karachi,19,MPhil,Senior,160952,9.7,2022-08-07,True,Full-time,165,24,1,4.6,No,talha.qureshi1198@company.com
1199,Danish Noor,Male,21,Marketing,Karachi,1,Master,Mid,76578,7.5,2020-11-12,True,Full-time,145,20,37,2.8,No,danish.noor1199@company.com
1200,Danish Malik,Female,29,Support,Faisalabad,9,Bachelor,Junior,81376,5.1,2019-01-12,True,Full-time,142,33,21,1.5,No,user.company.com
1201,Laiba Khan,Female,37,IT,Rawalpindi,1,Intermediate,Senior,100420,8.4,2023-05-08,False,Full-time,210,17,60,3.8,No,laiba.khan1201@company.com
1202,Komal Butt,Male,40,Operations,Multan,3,Master,Senior,,7.1,2016-05-09,True,Full-time,153,32,25,3.4,No,komal.butt1202@company.com
1203,Taha Siddiqui,Male,43,Operations,karachi,5,Intermediate,Mid,88875,6.6,2014-01-23,True,Full-time,154,32,19,4.8,No,
1204,Ahmed Chaudhry,Male,37,Marketing,Faisalabad,9,Master,Mid,85760,9.3,2020-07-08,False,Contract,180,28,14,1.4,No,ahmed.chaudhry1204@company.com
1205,Sara Khan,Male,31,Support,Islamabad,11,Master,Lead,171100,9.0,2018-02-07,True,Full-time,198,18,49,3.8,No,sara.khan1205@company.com
1206,Maham Butt,Male,28,marketing,Multan,8,Intermediate,Manager,202406,7.0,2024-10-29,False,Full-time,188,23,78,,No,maham.butt1206@company.com
1207,Taha Chaudhry,Male,51,Design,Lahore,13,MPhil,Junior,77651,5.1,2025-10-09,True,Part-time,225,22,66,3.1,No,taha.chaudhry1207@company.com
1208,Fatima Farooq,Male,,Support,Multan,21,MPhil,Junior,128627,9.4,2015-03-24,True,Full-time,160,33,60,4.4,No,fatima.farooq1208@company.com
1209,Ahmed Qureshi,Female,41,Marketing,Islamabad,8,Intermediate,Mid,97823,7.0,2019-04-10,True,Full-time,213,29,11,4.4,No,ahmed.qureshi1209@company.com
1210,Fatima Tariq,Male,unknown,Operations,Faisalabad,1,Intermediate,Lead,160219,9.7,2020-10-31,True,Full-time,198,22,46,4.3,No,fatima.tariq1210@company.com
1211,Eman Tariq,Female,56,Design,Multan,21,Master,Senior,142885,8.7,2018-12-22,True,Full-time,221,19,70,,No,eman.tariq1211@company.com
1212,Sara Aslam,Male,52,Finance,Peshawar,22,MPhil,Junior,110541,5.9,2022-10-24,True,Full-time,164,22,13,4.0,Yes,sara.aslam1212@company.com
1213,Farhan Iqbal,Male,49,Design,Multan,18,Bachelor,Manager,231922,8.6,2026-05-30,False,Contract,201,33,22,3.8,Yes,farhan.iqbal1213@company.com
1214,Taha Raza,Male,45,Support,Rawalpindi,12,MPhil,Manager,228750,6.3,2021-09-09,False,Full-time,157,9,52,3.4,No,taha.raza1214@company.com
1215,Danish Ali,Female,56,Marketing,Karachi,6,Master,Senior,120409,9.8,2023.07.19,False,Full-time,185,31,74,3.3,No,danish.ali1215@company.com
1216,Maham Butt,Female,48,IT,karachi,3,Intermediate,Mid,69578,6.0,2017-08-11,False,Full-time,158,4,37,1.8,No,maham.butt1216@company.com
1217,Hira Iqbal,Female,27,Marketing,,7,MPhil,Junior,70267,8.4,2015-01-20,False,Full-time,227,21,70,1.2,No,hira.iqbal1217@company.com
1218,Umar Sheikh,Female,,Support,Peshawar,15,Bachelor,Senior,139579,7.2,2015-09-03,True,Part-time,205,8,48,1.2,No,umar.sheikh1218@company.com
1219,Bilal Raza,Male,58,marketing,Lahore,10,MPhil,Senior,119478,5.8,2021-03-27,True,Full-time,220,20,62,4.2,No,bilal.raza1219@company.com
1220,Ahmed Qureshi,Female,54,IT,Karachi,16,Intermediate,Senior,144645,7.7,2023-01-18,True,Full-time,167,22,42,2.4,No,
1221,Shahzaib Sheikh,Female,56,IT,Lahore,21,Master,Mid,135404,9.7,2021-03-14,FALSE,Contract,154,25,32,,No,shahzaib.sheikh1221@company.com
1222,Kainat Siddiqui,Female,53,Design,Faisalabad,1,Master,Lead,149690,7.5,2016-02-26,True,Part-time,208,35,0,3.5,No,kainat.siddiqui1222@company.com
1223,Farhan Qureshi,Male,48,HR,lahore,17,MPhil,Senior,135137,5.1,2021-06-10,True,Full-time,146,12,32,3.2,No,farhan.qureshi1223@company.com
1224,Zainab Aslam,Female,47,Operations,Faisalabad,20,MPhil,Mid,111443,8.3,2025/13/10,True,Full-time,219,5,74,1.2,No,zainab.aslam1224@company.com
1225,Hira Aslam,Male,39,Sales,Lhore,2,Master,Senior,114890,6.9,2014-09-10,False,Full-time,168,9,50,4.2,No,employee@company
1226,Maria Butt,Male,40,Support,Lahore,17,Bachelor,Junior,86536,7.9,2026-01-18,True,Full-time,184,14,52,4.6,No,maria.butt1226@company.com
1227,  Hassan Raza  ,Male,35,Sales,Karachi,3,Bachelor,Senior,107665,9.2,2026-04-24,False,Full-time,149,19,8,2.0,No,hassan.raza1227@company.com
1228,Talha Tariq,Female,43,Finance,Multan,20,Bachelor,Junior,100647,9.4,2021-02-16,False,Full-time,218,20,74,1.6,No,talha.tariq1228@company.com
1229,Laiba Malik,Female,31,IT,Islamabad,7,Bachelor,Senior,133074,6.4,2022-01-23,True,Full-time,182,31,59,2.8,No,laiba.malik1229@company.com
1230,Iqra Siddiqui,Male,,HR,Peshawar,8,Bachelor,Lead,163241,8.6,2023.07.19,True,Contract,204,2,74,3.3,No,iqra.siddiqui1230@company.com
1231,Umar Aslam,Male,56,Sales,Rawalpindi,17,MPhil,Senior,144755,6.9,2020-07-11,True,Full-time,205,6,50,2.5,Yes,umar.aslam1231@company.com
1232,Zainab Iqbal,Male,53,Finance,Faisalabad,5,Bachelor,Mid,81580,8.6,2024-11-04,False,Full-time,202,15,8,2.1,No,zainab.iqbal1232@company.com
1233,Komal Noor,Female,45,Design,Faisalabad,1,Intermediate,Manager,187845,8.4,2025-09-11,False,Contract,173,35,72,1.7,No,komal.noor1233@company.com
1234,Hira Sheikh,Male,54,Sales,Faisalabad,7,MPhil,Mid,95495,8.9,2014-02-24,True,Full-time,169,5,65,3.6,No,hira.sheikh1234@company.com
1235,Ayesha Raza,Female,28,Marketing,Faisalabad,8,Master,Senior,134977,7.3,2017-08-13,False,Full-time,145,9,73,3.4,Yes,ayesha.raza1235@company.com
1236,Danish Khan,Male,24,Finance,Islamabad,4,MPhil,Mid,74426,,2020-05-11,True,Full-time,217,31,61,1.7,No,danish.khan1236@company.com
1237,Noor Raza,Male,53,Sales,Karachi,23,Master,Manager,270835,5.3,2022-06-26,False,Full-time,142,13,66,4.4,No,noor.raza1237@company.com
1238,Maham Iqbal,Male,27,Finance,Faisalabad,7,Intermediate,Lead,173709,,2016-02-03,False,Full-time,217,35,0,4.6,No,maham.iqbal1238@company.com
1239,Farhan Farooq,Female,44,IT,Multan,16,MPhil,Junior,107886,8.9,2022-07-21,False,Full-time,229,7,54,1.5,No,farhan.farooq1239@company.com
1240,Zainab Aslam,Male,39,Operations,Islamabad,6,Intermediate,Senior,117729,7.8,2016-08-23,True,Full-time,166,21,52,2.4,Yes,zainab.aslam1240@company.com
1241,Farhan Sheikh,Female,37,Operations,Rawalpindi,11,Master,Manager,217417,7.0,2026-07-04,False,Full-time,211,31,32,5.0,No,
1242,Shahzaib Chaudhry,Female,29,HR,Multan,7,MPhil,Senior,115202,6.1,2022-12-26,No,Contract,218,4,20,2.6,No,shahzaib.chaudhry1242@company.com
1243,Laiba Ahmed,Male,51, Sales,Lahore,2,Master,Junior,60882,5.2,2022-08-15,False,Full-time,206,19,76,1.2,No,laiba.ahmed1243@company.com
1244,Ayesha Butt,Female,49,IT,Karachi,21,Master,Junior,128149,7.5,2019-03-13,True,Full-time,186,16,0,4.9,Yes,ayesha.butt1244@company.com
1245,Bilal Qureshi,Female,43,Operations,Faisalabad,18,Bachelor,Mid,123810,9.5,2026-04-30,False,Full-time,211,23,44,4.9,No,bilal.qureshi1245@company.com
1246,Noor Noor,Female,46,IT,Karach,5,MPhil,Mid,79091,7.5,2021-08-17,True,Contract,172,35,73,2.0,No,noor.noor1246@company.com
1247,Usman Sheikh,Female,36,Support,Peshawar,14,MPhil,Lead,178777,5.6,2015-07-08,False,Full-time,168,15,40,2.6,No,usman.sheikh1247@company.com
1248,Mehwish Khan,Female,36,Sales,Lahore,12,Master,Junior,,6.5,31-02-2020,False,Full-time,227,13,63,3.9,No,mehwish.khan1248@company.com
1249,Zainab Iqbal,Female,34,Marketing,Karachi,7,Master,Junior,55054,9.5,2025-01-18,True,Full-time,209,3,61,2.5,No,zainab.iqbal1249@company.com
1250,Abdullah Aslam,Female,52,Finance,Peshawar,16,Master,Mid,134272,,2025-10-16,False,Full-time,209,3,64,,No,abdullah.aslam1250@company.com
1251,Shahzaib Raza,Female,28,Design,Islamabad,8,Intermediate,Junior,67281,7.8,2021-04-19,False,Full-time,173,12,70,2.1,No,shahzaib.raza1251@company.com
1252,Noor Malik,Female,32,Design,Faisalabad,6,MPhil,Senior,124334,9.2,2020-04-09,No,Full-time,156,15,12,,No,noor.malik1252@company.com
1253,Mehwish Farooq,Female,33,Finance,Peshawar,13,Bachelor,Mid,91434,7.1,2017-01-06,False,Full-time,178,17,71,4.4,Yes,mehwish.farooq1253@company.com
1254,Fatima Chaudhry,Male,24,Marketing,,4,MPhil,Lead,159728,8.6,2019-10-30,False,Full-time,211,17,44,1.1,Yes,no_email
1255,Eman Butt,Male,,Finance,Peshawar,9,Master,Mid,103579,8.8,2024-01-10,True,Full-time,176,30,80,4.8,No,eman.butt1255@company.com
1256,Farhan Qureshi,Female,47,Operations,Peshawar,2,Intermediate,Junior,51806,6.6,2020-07-14,False,Full-time,190,18,56,4.1,No,farhan.qureshi1256@company.com
1257,Anam Sheikh,Female,47,Finance,Karachi,0,Bachelor,Senior,105245,9.6,2015-10-18,True,Full-time,153,7,8,4.7,No,anam.sheikh1257@company.com
1258,Sara Khan,Female,54,support ,Lahore,8,Bachelor,Junior,67921,6.1,2020-05-16,False,Full-time,156,34,21,1.1,No,sara.khan1258@company.com
1259,Eman Aslam,Female,51,Design,Peshawar,17,Master,Mid,114963,5.9,2024-03-29,False,Full-time,221,35,39,4.6,No,eman.aslam1259@company.com
1260,Zainab Qureshi,Male,49,Sales,Islamabad,13,Master,Junior,60676,7.6,2017-01-21,False,Full-time,208,1,62,4.8,No,zainab.qureshi1260@company.com
1261,Ali Qureshi,Female,39,Marketing,Peshawar,0,Master,Junior,51323,6.9,2017-08-30,False,Contract,168,17,10,2.7,No,invalid-email
1262,Shahzaib Qureshi,Female,39,Sales,Faisalabad,6,Intermediate,Junior,54974,8.1,2024-02-27,False,Full-time,202,13,41,1.1,Yes,shahzaib.qureshi1262@company.com
1263,Mehwish Khan,Male,27,Sales,Islamabad,4,MPhil,Senior,109059,5.7,2025-01-26,True,Full-time,179,32,47,2.9,No,employee@company
1264,Hamza Ahmed,Male,,Sales,,4,Intermediate,Mid,,9.4,2019-08-11,False,Contract,155,16,49,,No,hamza.ahmed1264@company.com
1265,Anam Khan,Male,50,HR,Rawalpindi,21,Bachelor,Mid,139322,9.6,2017-07-23,True,Full-time,210,34,15,2.0,No,anam.khan1265@company.com
1266,Umar Malik,Male,34,HR,Karachi,14,MPhil,Mid,101035,7.9,2022-11-17,True,Full-time,145,31,76,1.6,No,umar.malik1266@company.com
1267,Zainab Raza,Female,26,Support,Peshawar,6,Intermediate,Junior,60763,8.4,2016-05-29,True,Full-time,180,23,56,3.9,Yes,zainab.raza1267@company.com
1268,Usman Malik,Male,37,IT,Faisalabad,17,MPhil,Mid,127546,5.9,2018-03-09,False,Full-time,199,18,76,4.7,No,usman.malik1268@company.com
1269,Ahmed Siddiqui,Male,49,Sales,,8,Master,Mid,105691,6.9,31-02-2020,True,Full-time,186,16,41,3.9,No,ahmed.siddiqui1269@company.com
1270,Mehwish Iqbal,Female,33,Design,Peshawar,13,Bachelor,Senior,142408,8.1,2016-06-23,True,Full-time,148,3,16,1.7,Yes,mehwish.iqbal1270@company.com
1271,Fatima Tariq,Male,,IT,Rawalpindi,7,MPhil,Senior,136474,6.3,2022-03-21,True,Full-time,149,1,26,,No,fatima.tariq1271@company.com
1272,Taha Ahmed,Female,24,Support,Rawalpindi,4,MPhil,Lead,152614,9.0,2019-12-18,True,Full-time,178,5,27,4.8,Yes,taha.ahmed1272@company.com
1273,Anam Noor,Female,,Marketing,Rawalpindi,13,Bachelor,Mid,108456,8.7,2023-04-25,True,Full-time,213,23,58,3.8,No,@company.com
1274,Fatima Raza,Male,,Operations,Rawalpindi,10,Bachelor,Mid,106796,9.6,2021-01-25,False,Contract,192,28,41,3.4,No,fatima.raza1274@company.com
1275,Umar Farooq,Female,44,Design,Faisalabad,12,Intermediate,Senior,145105,5.1,2017-01-11,False,Full-time,168,14,40,1.1,No,
1276,Raza Iqbal,Female,56,Finance,Lahore,1,MPhil,Mid,one lakh,6.8,2019-08-09,True,Full-time,178,6,73,2.6,No,raza.iqbal1276@company.com
1277,Anam Ahmed,Female,51,Finance,Faisalabad,22,Intermediate,Mid,,8.6,2022-07-23,True,Full-time,182,23,55,2.7,No,anam.ahmed1277@company.com
1278,Eman Qureshi,Male,21,Operations,Lahore,1,Intermediate,Mid,69857,6.6,2018-12-14,True,Full-time,190,29,76,3.3,Yes,eman.qureshi1278@company.com
1279,Maham Ali,Female,30,Finance,Islamabad,2,MPhil,Mid,83761,7.0,2015-11-28,False,Full-time,229,9,17,2.9,No,maham.ali1279@company.com
1280,Usman Butt,Male,56,Marketing,Karachi,2,Master,Senior,120798,5.4,2023-04-12,False,Full-time,164,21,44,3.4,Yes,usman.butt1280@company.com
1281,Maria Raza,Female,49,Finance,Faisalabad,1,Bachelor,Junior,44676,8.7,2015-12-04,True,Full-time,171,10,36,1.1,No,maria.raza1281@company.com
1282,Fatima Ali,Female,51,IT,Islamabad,6,Bachelor,Junior,62701,7.7,2017-03-03,True,Full-time,224,34,5,2.0,Yes,fatima.ali1282@company.com
1283,  Umar Qureshi  ,Female,24,Design,Multan,0,Intermediate,Mid,950000,9.2,2014-06-06,Yes,Contract,223,25,29,4.9,No,umar.qureshi1283@company.com
1284,Raza Ahmed,Female,52,HR,Karachi,6,MPhil,Mid,82258,5.2,2025-11-15,False,Full-time,190,11,2,2.4,No,raza.ahmed1284@company.com
1285,Farhan Ali,Male,53,Sales,Peshawar,1,Master,Lead,141433,9.6,2020-04-14,True,Full-time,190,9,11,3.9,No,farhan.ali1285@company.com
1286,Komal Sheikh,Male,47,Marketing,Rawalpindi,4,MPhil,Manager,204946,7.2,2016-12-15,True,Full-time,214,35,25,4.5,No,komal.sheikh1286@company.com
1287,Raza Aslam,Male,48,Finance,Multan,18,Bachelor,Mid,132402,9.6,2016-08-27,True,Full-time,158,2,40,4.5,No,raza.aslam1287@company.com
1288,Maham Ali,Female,38,Finance,Peshawar,6,Intermediate,Junior,56862,8.0,2019-03-07,True,Full-time,143,23,10,3.8,No,no_email
1289,Danish Iqbal,Female,44,Finance,Peshawar,12,MPhil,Mid,93952,6.1,2023-03-02,True,Contract,192,15,25,4.0,Yes,danish.iqbal1289@company.com
1290,Kainat Tariq,Female,41,Design,Karachi,13,MPhil,Senior,149049,8.5,2022-11-03,True,Full-time,197,30,5,4.5,No,kainat.tariq1290@company.com
1291,Mehwish Farooq,Male,56,Operations,Rawalpindi,24,Intermediate,Junior,114842,9.3,2020-05-31,False,Full-time,177,4,66,4.6,No,mehwish.farooq1291@company.com
1292,Farhan Tariq,Male,53,HR,Karachi,24,Bachelor,Mid,,5.1,2024-03-05,True,Contract,151,17,41,3.8,No,farhan.tariq1292@company.com
1293,Laiba Raza,Male,26,HR,Multan,6,Master,Junior,69073,8.6,2025-06-23,True,Full-time,188,3,21,4.6,No,laiba.raza1293@company.com
1294,Komal Iqbal,Male,31,Finance,Karachi,11,Intermediate,Mid,103385,6.4,2018-01-20,True,Contract,165,1,79,4.1,Yes,komal.iqbal1294@company.com
1295,Iqra Iqbal,Female,55,IT,Rawalpindi,15,Bachelor,Junior,99838,7.2,2023-11-29,True,Full-time,140,16,70,2.1,No,iqra.iqbal1295@company.com
1296,Taha Iqbal,Male,24,Finance,Karachi,1,Master,Junior,57808,9.1,2020-09-10,False,Contract,146,7,53,5.0,Yes,taha.iqbal1296@company.com
1297,Maria Sheikh,Male,50,Support,Lahore,2,Master,Mid,69369,8.7,2026-05-07,True,Full-time,157,8,35,2.3,No,maria.sheikh1297@company.com
1298,  Umar Chaudhry  ,Male,24,HR,Rawalpindi,4,Intermediate,Mid,94657,9.6,2020-06-10,False,Full-time,180,17,67,3.3,No,umar.chaudhry1298@company.com
1299,Kainat Raza,Female,54,Design,Faisalabad,25,Bachelor,Lead,203418,9.8,2014-01-13,True,Full-time,220,8,26,4.2,No,kainat.raza1299@company.com
1300,Maham Khan,Female,43,Marketing,Lahore,20,Bachelor,Senior,145642,6.5,2025-05-13,False,Full-time,154,22,43,2.6,No,maham.khan1300@company.com
1301,Ali Iqbal,Male,33,Support,Peshawar,10,MPhil,Lead,172485,8.2,2024-10-19,True,Full-time,208,22,59,4.1,No,ali.iqbal1301@company.com
1302,Anam Khan,Female,57,Support,Rawalpindi,17,Intermediate,Junior,102320,8.9,2021-12-06,True,Part-time,175,2,43,4.9,No,anam.khan1302@company.com
1303,Taha Raza,Female,32,IT,Peshawar,12,Master,Senior,127364,6.3,2015-12-13,False,Contract,187,29,38,1.9,No,taha.raza1303@company.com
1304,Fatima Malik,Male,33,HR,Faisalabad,13,Intermediate,Senior,138760,5.9,2024-11-04,False,Full-time,158,7,66,3.7,Yes,fatima.malik1304@company.com
1305,Anam Khan,Female,45,HR,Lahore,9,Intermediate,Senior,127006,6.6,2015-01-13,True,Full-time,224,20,2,3.3,No,anam.khan1305@company.com
1306,Abdullah Noor,Female,33,Marketing,Islamabad,8,Master,Senior,126247,6.3,2017-07-14,False,Full-time,219,33,13,1.8,No,abdullah.noor1306@company.com
1307,Hamza Ali,Male,39,Marketing,Karachi,2,Master,Senior,119699,7.2,2016-12-01,True,Full-time,226,4,13,2.5,Yes,hamza.ali1307@company.com
1308,Usman Raza,Female,43,Sales,Islamabad,6,Intermediate,Manager,217341,7.8,2016-02-01,False,Full-time,179,30,60,1.9,No,usman.raza1308@company.com
1309,Eman Aslam,Female,44,Operations,Karachi,22,Master,Senior,166083,7.4,2015-06-20,False,Full-time,201,30,21,2.1,No,eman.aslam1309@company.com
1310,  Talha Raza  ,Male,46,HR,Islamabad,17,Intermediate,Senior,161252,7.0,2023-04-10,True,Full-time,210,300,61,2.5,No,talha.raza1310@company.com
1311,Taha Chaudhry,Female,,Support,Rawalpindi,22,Bachelor,Junior,109314,8.6,2024-11-30, true ,Full-time,199,21,71,1.4,No,taha.chaudhry1311@company.com
1312,Maria Farooq,Male,,Operations,Islamabad,7,Intermediate,Junior,65863,9.3,2014-01-02,True,Full-time,197,35,37,2.6,No,maria.farooq1312@company.com
1313,Umar Noor,Female,40, it ,Faisalabad,20,Master,Manager,242126,8.0,2025-06-13,False,Contract,177,4,47,4.6,No,umar.noor1313@company.com
1314,Ali Chaudhry,Female,Thirty,Sales,Peshawar,0,Bachelor,Mid,74919,8.1,2022-08-02,False,Full-time,209,14,22,2.9,No,ali.chaudhry1314@company.com
1315,Usman Iqbal,Female,47,Finance,Islamabad,21,Bachelor,Junior,78380,5.7,2024-12-01,False,Part-time,157,6,17,3.6,No,usman.iqbal1315@company.com
1316,Saad Aslam,Female,,Design,Rawalpindi,12,MPhil,Mid,95232,,2014-03-02,False,Contract,170,33,34,2.6,No,saad.aslam1316@company.com
1317,Hira Khan,Male,57,Design,Multan,11,Intermediate,Mid,99977,,2025-10-22,False,Full-time,150,34,78,1.4,No,hira.khan1317@company.com
1318,Anam Butt,Male,55,Sales,Rawalpindi,1,Master,Mid,79185,7.2,2024-07-10,False,Full-time,177,19,21,1.1,No,anam.butt1318@company.com
1319,Anam Ali,Female,24,Design,Rawalpindi,4,Intermediate,Senior,107482,6.4,2015-11-07,True,Full-time,175,17,16,3.5,No,anam.ali1319@company.com
1320,Bilal Khan,Male,32,Finance,Multan,12,Master,Lead,172759,7.4,2025-10-30,True,Full-time,150,10,76,4.7,Yes,bilal.khan1320@company.com
1321,  Iqra Qureshi  ,Female,45,Marketing,Multan,14,Bachelor,Junior,94549,5.3,2019-12-06,True,Full-time,199,26,60,2.2,No,iqra.qureshi1321@company.com
1322,Shahzaib Aslam,Male,45,Operations,Faisalabad,8,Bachelor,Mid,83908,6.4,2024-01-25,False,Full-time,207,3,12,4.7,No,shahzaib.aslam1322@company.com
1323,  Eman Farooq  ,Female,42,Finanace,Islamabad,22,Intermediate,Junior,115729,7.3,31-02-2020,True,Full-time,226,12,40,3.2,No,eman.farooq1323@company.com
1324,Taha Ahmed,Male,47,HR,Rawalpindi,3,MPhil,Mid,,6.2,2014-10-06,True,Full-time,147,300,76,3.6,No,taha.ahmed1324@company.com
1325,  Fatima Ahmed  ,Male,45,marketing,Lahore,22,Bachelor,Junior,100113,8.1,2020-03-14,False,Full-time,225,21,32,1.6,Yes,fatima.ahmed1325@company.com
1326,Shahzaib Khan,Female,45,Support,Lahore,8,Master,Junior,68648,9.8,2018-07-02,False,Full-time,202,7,18,3.2,No,shahzaib.khan1326@company.com
1327,Noor Butt,Male,49,Sales,Lahore,1,Intermediate,Junior,48501,8.8,2014-06-03,False,Full-time,221,1,4,3.7,No,noor.butt1327@company.com
1328,Raza Malik,Female,57,IT,Rawalpindi,22,MPhil,Mid,122091,7.6,2014-01-28,False,Part-time,201,8,72,3.1,No,raza.malik1328@company.com
1329,Hamza Butt,Female,46,IT,Multan,20,Intermediate,Mid,114556,9.1,2020-07-03,True,Full-time,145,25,24,2.2,No,hamza.butt1329@company.com
1330,Fatima Butt,Female,52,HR,Multan,14,Bachelor,Junior,,8.5,2019-05-08,False,Full-time,209,20,63,3.1,No,fatima.butt1330@company.com
1331,Saad Khan,Male,42,IT,Islamabad,22,Intermediate,Mid,128267,7.2,2026-01-13,True,Full-time,169,5,4,3.9,No,saad.khan1331@company.com
1332,Ali Tariq,Male,36,Finance,Lahore,5,Intermediate,Lead,157588,7.2,2017-10-30,True,Contract,153,8,63,3.4,No,ali.tariq1332@company.com
